run,iteration,decision,functional_passed,speedup_percent,significant,median_seconds,robust_rsd_percent,lines_added,lines_deleted
1,1,REJECT_PERFORMANCE,True,-3.398927571990268,True,0.0014657918945886195,1.4367384575710545,3,2
1,2,REJECT_PERFORMANCE,True,-14.934448006573822,True,0.0016293204025714658,1.5238149351269175,4,2
